xhs note: {'note_id': '62ced86500000000010244f4', 'type': 'video', 'title': '', 'desc': '，和星星的孩子一起撸狗吧！', 'time': 1657722981000, 'last_update_time': 1657722981000, 'user_id': '5fb12fdd0000000001002657', 'nickname': '四川观察', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6442313a6e9f220001c71d4c.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/fc8b083e-9b56-775d-cc7f-9f5aa311de9b', 'last_modify_ts': 1688479602557}
xhs note: {'note_id': '62ff02a4000000001b004de9', 'type': 'video', 'title': '这个视频模拟了自闭症人士感受到的世界', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1660879524000, 'last_update_time': 1660879524000, 'user_id': '5d327df40000000016030f05', 'nickname': 'ALSOLIFE', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/4b843d5c-96d6-34b4-ba43-1a2af138c7f6', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/4cb51719-b7c4-1966-530c-889c8216cbde', 'last_modify_ts': 1688477156244}
xhs note: {'note_id': '6379ed16000000000b01f3e8', 'type': 'video', 'title': '一不留意，13岁自闭症，又化妆了', 'desc': '我就去忙了十分钟[失望R][失望R]    ', 'time': 1668934934000, 'last_update_time': 1668987792000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/fbef2f0d-f620-7728-794d-ad055c217bec', 'last_modify_ts': 1688477156851}
xhs note: {'note_id': '6355e8fa0000000015021d90', 'type': 'video', 'title': '自闭症青年竟有“特异功能”：可以推算日期', 'desc': '   ', 'time': 1666574586000, 'last_update_time': 1666574587000, 'user_id': '6097600c0000000001002a51', 'nickname': '安善星语特殊教育', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6346260d221aad8991d7a127.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/d9170a80-b1e0-cc65-fed6-ed00f77823d4', 'last_modify_ts': 1688477157438}
xhs note: {'note_id': '63c8afc2000000001b025a76', 'type': 'video', 'title': '自闭症少年，靠一本书开始自我救赎之路', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1674118825000, 'last_update_time': 1674096578000, 'user_id': '62860c1300000000210237af', 'nickname': '温暖电影', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6305e460861a5e0101fda9a2.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/1930e3dc-8c18-b69b-ba22-d8510825ccbd', 'last_modify_ts': 1688477158257}
xhs note: {'note_id': '62ce7e83000000000b02a868', 'type': 'video', 'title': '中国精神抚慰犬，打断自闭症孩子自残行为', 'desc': '中国精神抚慰犬，打断自闭症孩子抓挠自残行为\xa0\xa0\xa0', 'time': 1657707120000, 'last_update_time': 1657699971000, 'user_id': '613ec733000000000201d30a', 'nickname': 'Ta天使（精神抚慰犬基地）', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/614efcc6ad53f756f1ed427f.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/7371b602-04f3-676a-79b1-9b6b4708e483', 'last_modify_ts': 1688477158973}
xhs note: {'note_id': '6475a637000000001300cb0e', 'type': 'video', 'title': '国外老师这样教星宝说话！', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1685448042000, 'last_update_time': 1685431863000, 'user_id': '6040a3d60000000001001792', 'nickname': 'MyStar ABA', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62c639e56112f800010e462e.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/3a2831e2-1347-c75c-64a6-938a3873162a', 'last_modify_ts': 1688477159562}
xhs note: {'note_id': '60091ee000000000010032c8', 'type': 'video', 'title': '6岁自闭症男孩发出人生的第一声…', 'desc': '呜~~~~~~~~~😂😂😂（为什么我这么想笑）\n感觉就像赚到了人生的第一个亿（的难度）\n👇👇👇👇👇👇👇👇\n一直以来他都很难模仿嘴部动作。其实ba  da  ma之类的基础发音他在无意识下是能发出的。\n.\n但他好像很难把看到的大人示范跟自己的嘴部动作联系对应起来。\n.\n自从前阵子他终于做出ba的模仿发音，终于出了这第二个音。\n.\n好笑的是这个呜是个意外，最初是想让他伸出舌头舔上嘴唇。\n.\n他不会，只做出了噘嘴😂。于是将错就错学会了呜~\n.\n鼓掌👏🏻👏🏻👏🏻！[得意R]', 'time': 1611210464000, 'last_update_time': 1611210464000, 'user_id': '5eadd031000000000100243f', 'nickname': '废柴妈妈日记', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63b1f7623f7ae12aaf79d14c.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/4c8c9957-34d6-1c8f-4238-4849686b4f64', 'last_modify_ts': 1688477160407}
xhs note: {'note_id': '6443583d000000001300debf', 'type': 'video', 'title': '他好奇怪别和他玩💔1个视频看自闭症的世界…', 'desc': '你们有没有想过自闭症的世界是怎样的❓\n-\n⭐️每天重复刻板的行为\n⭐️害怕尖锐刺耳的声音🔊\n⭐️情绪难以控制\n⭐️语言交流障碍\n⭐️社会交往障碍🤝\n⭐️自残行为\n-\n这些在普通人看来奇怪的行为😔就是自闭症眼中的世界，他们是来自星星的孩子，希望大家不要用异样的眼光看待这个群体🙏对他们多一点包容\n     \n@视频薯 @生活薯 @知识薯 @小红书创作学院', 'time': 1682135101000, 'last_update_time': 1682135102000, 'user_id': '5bee55e70009f000010c6aea', 'nickname': '宝藏兔姐', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/615165e08182d6083803b524.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/a3a9d6f1-2c60-fc0f-a75c-3c95830f443b', 'last_modify_ts': 1688477161020}
xhs note: {'note_id': '603922820000000001024332', 'type': 'video', 'title': '他优秀到在发光', 'desc': '因为嘉祺特意去了解了自闭症孤独症患者！他们不是小傻子！他们都是来自星星的孩子[哭惹R]', 'time': 1614357122000, 'last_update_time': 1614357123000, 'user_id': '5eaaf492000000000100323f', 'nickname': '落日向童', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/628f88c80bcd4c659c950bd1.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/4b6821f0-fe1a-8af8-07e7-66b95cdd9007', 'last_modify_ts': 1688477161716}
xhs note: {'note_id': '64377c36000000001303d501', 'type': 'video', 'title': '自闭症少年也能勇敢的追梦', 'desc': '', 'time': 1681357878000, 'last_update_time': 1681357878000, 'user_id': '62319d930000000021026fe7', 'nickname': '路人甲电影', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63d24d9132cdfdf0dd42e53e.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/e024eb15-9d7e-77dd-6933-51f3cbbd6fe8', 'last_modify_ts': 1688477162450}
xhs note: {'note_id': '634a90110000000007022bfa', 'type': 'video', 'title': '天才自闭症男孩竟遭亲哥哥处处针对', 'desc': '\xa0\xa0', 'time': 1665830929000, 'last_update_time': 1665830929000, 'user_id': '5c5c1b28000000001d02b1ca', 'nickname': '夏天讲电影', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e0dda06dadca02b6f213fe.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/e7d184c5-a198-ec3e-532e-5be9db7b097c', 'last_modify_ts': 1688477163128}
xhs note: {'note_id': '644b36700000000013010098', 'type': 'video', 'title': '感谢大家关心乐乐，监督乐乐的不当行为', 'desc': '我们一起陪伴乐乐成长、不断进步\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1682676065000, 'last_update_time': 1682650736000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/409b52fc-8d6d-b63a-8b79-f8ec508dd2b6', 'last_modify_ts': 1688477163723}
xhs note: {'note_id': '63d615a3000000001a01f42d', 'type': 'video', 'title': '自闭症乐乐最强打工人', 'desc': '  ', 'time': 1674974627000, 'last_update_time': 1674974628000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/ca5c87ec-0489-2e5b-4c55-999cf8a3c5b0', 'last_modify_ts': 1688477164606}
xhs note: {'note_id': '63da3ab0000000001902031e', 'type': 'video', 'title': '自闭症琦琦，回来广州了，新的一年开始了', 'desc': '从江苏到河南外婆家，又到了广州。我们是没有家的两个人，暂时在广州好好生活吧。   ', 'time': 1675246256000, 'last_update_time': 1675246257000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/cd4e6b86-bc83-1f38-8f4c-6583b295c383', 'last_modify_ts': 1688477165196}
xhs note: {'note_id': '63e35d66000000001b005d6a', 'type': 'video', 'title': '13岁自闭症正在沉迷，突然袭击，看她反应如何', 'desc': '我在忙些工作，看到琦琦正在沉迷她的流沙瓶，我来个突然袭击，看她反应如何？\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1675930800000, 'last_update_time': 1675845077000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/4353b89f-fade-ac95-06b8-ac7229c33a5c', 'last_modify_ts': 1688477165835}
xhs note: {'note_id': '6247f69f000000002103437c', 'type': 'video', 'title': '他们是星星的孩子，也是父母的掌上明珠', 'desc': '今天是世界孤独症日，希望有更多的人能够关注到他们。\n用尊重，理解和关爱，让他们的夜空充满爱叭\n\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1648883359000, 'last_update_time': 1648883359000, 'user_id': '59c8b0a051783a01d6091ff5', 'nickname': '萌芽熊Doorobear', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6327e772a778a60001cd825c.jpg', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/8e1bc32a-273f-cdab-35ca-680b44f9ab81', 'last_modify_ts': 1688477166654}
xhs note: {'note_id': '62846ff9000000000102b0d3', 'type': 'video', 'title': '（3）一只金毛犬，治愈了自闭症男孩', 'desc': '\xa0#我和托马斯', 'time': 1652846585000, 'last_update_time': 1652846585000, 'user_id': '5dc2b902000000000100634b', 'nickname': '一语道破', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/5ffb48a0ed1a7d0001b68c85.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/ddfc48b8-02c3-c898-5e24-6c544cc3c148', 'last_modify_ts': 1688477167881}
xhs note: {'note_id': '6256556300000000210390a9', 'type': 'video', 'title': '23个自闭症孩子抱团生活在福州乡下', 'desc': '做大龄自闭症服务有千难万险，轻易不会有人踏足。越没人做家长们越心急：怎么办？我的孩子长大了，没地方去了！在福建谱系妈妈曹芳面前，困难、现实最终都败给了母爱：“既然找不到去处，我就给儿子造一个去处。”\n/\n她的儿子“熊大”22岁了，重度自闭症。目前生活在曹芳创办的大龄服务机构“放星家园”里。“放星家园”在福州乡下，除了“熊大”，跟他在一块生活的还有22位大龄自闭症人士。孩子们每天的生活很规律，升旗、徒步、做家务、干农活儿、打篮球……按曹芳的说法，“他们可以在大地妈妈的怀抱里尽情打滚，干净地、自由地。”\n/\n孩子们的日子是快活的，但这并不能消除大龄创业路上的重重阻碍。对曹芳来说，“放星家园”缺钱，但更缺人和场地，她想接收更多孩子，现实条件却不允许。\n\xa0\xa0\xa0\xa0\xa0', 'time': 1649825123000, 'last_update_time': 1649825124000, 'user_id': '5d327df40000000016030f05', 'nickname': 'ALSOLIFE', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/4b843d5c-96d6-34b4-ba43-1a2af138c7f6', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/75598a80-a3ea-7293-411b-40b186be9497', 'last_modify_ts': 1688477168598}
xhs note: {'note_id': '63ff1dc60000000013003d72', 'type': 'video', 'title': '四岁孩子患有自闭症', 'desc': ' [可怜R]总是沉浸在自己世界无法自拔，测的能力相当于一岁半的孩子，爸爸妈妈平时很忙，于是，奶奶承担起了带孩子的任务，为了能参加医院提供的感觉统合训练和语言课，奶奶和孩子住在一百多公里医院的附近，[皱眉R]在生活中，奶奶几乎承担了所有大大小小的任务，不仅要照顾孩子吃喝拉撒，还要利用机会教孩子学会说话，即便是训练，也是手把手带着孩子完成所有动作练习，[叹气R]奶奶认为只要孩子能够跟正常人一样投入自理生活能力就好了，然而，经过长达一年多的训练，孩子进步缓慢，就连上厕所都不知道怎样表达，[鄙视R]由于奶奶除了上课和训练几乎不让孩子做任何事情，然而，这也是孩子失去了学习能力的机会，医生迫于无奈🤷🏻\u200d♂️只好找到奶奶让她尝试放手，尽可能让孩子学会独立生活的能力。\n\t\n[鄙视R]对于自闭症儿童来说，[抓狂R]最佳的诊疗时间是一到两岁，随着年龄的增长后续的治疗会变得越来越困难，尽管奶奶十分心疼孩子，[哭惹R]但奶奶意识到了自己表达的方式出错❌为了让孩子学会独立生活，奶奶不再包揽生活大小琐事，开始尝试让孩子学会自己吃饭👍🏻平时半个小时就能吃完的饭，就算现在多花一个小时奶奶也没有任何怨言，[黄金薯R]在陪伴孩子进行锻炼时，奶奶在旁边不断鼓励她，让孩子学会尝试自己经历的一切，能够自我发挥，也让孩子不再沉睡在自己的世界里面[加油R]\n\t\n于是，孩子开始学会跟老师打招呼🙋🏻\u200d♀️走路也不会一直低头，也尝试在生活中叫爷爷👨🏻\u200d🦳奶奶🧓经过半年训练孩子在成长的过程中慢慢进步，孩子的性格也变得活泼可爱，尽管孩子还仍需要定期做训练，提高体能和沟通能力[害羞R]但，对于奶奶而言，只要孩子生活能够自理，这将是她最大的心愿[失望R][失望R]真的可怜天下父母心，愿所有人都能健康快乐🙂    ', 'time': 1677663686000, 'last_update_time': 1677663686000, 'user_id': '62c487c4000000001902a2cd', 'nickname': '可乐麻麻育儿感统公益分享', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/634bd41d03ee19f52306d4da.jpg', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/b522e371-2b89-1976-bfb0-be7fa722e66e', 'last_modify_ts': 1688477766659}
xhs note: {'note_id': '63861244000000001b0155f7', 'type': 'video', 'title': '100个家庭干预游戏5｜4个亲子感觉社交游戏‼️', 'desc': '在自闭症发育迟缓干预中，感觉社交游戏、身体触碰肢体游戏能够很好地增进亲子关系，增加眼神对视及其他教学互动机会。\n今天分享4个和蜗宝经常玩的他很喜欢的感觉社交游戏，前两个干预初期玩得非常多，后两个最近一阵子很喜欢。\n       ', 'time': 1669730884000, 'last_update_time': 1669730885000, 'user_id': '5acdea22e8ac2b344e28c32d', 'nickname': '蜗宝妈咪🐌', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/5fc50c142d84340001cb9ce3.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/56f8d53b-9b2c-f5e7-b086-8dbcbdb47607', 'last_modify_ts': 1688477767286}
xhs note: {'note_id': '63c4fd33000000001f0028ba', 'type': 'video', 'title': '自闭症琦琦，兴趣爱好单一的表现', 'desc': '一个瓶子如果不制止，她能玩几个小时。     ', 'time': 1673854259000, 'last_update_time': 1673854260000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/70c02bb8-49b9-0d16-0c91-b36124d14dc7', 'last_modify_ts': 1688477768027}
xhs note: {'note_id': '6295818c000000002103f25c', 'type': 'video', 'title': '12岁自闭症，3岁表达能力', 'desc': '12岁自闭症，日常居家阅读，因为多动症，坐不住，没有陪读条件，3年级后停学了。 ', 'time': 1653965196000, 'last_update_time': 1653965196000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/fd3f9a31-e1de-eac8-d6a7-c41f364eb788', 'last_modify_ts': 1688477768624}
xhs note: {'note_id': '61c6fc140000000001027054', 'type': 'video', 'title': '一个自闭症孩子的自述', 'desc': ' ', 'time': 1640469600000, 'last_update_time': 1640430613000, 'user_id': '60f132e60000000001008fdc', 'nickname': '融合星教育', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2h030sk4im05g5o7h6bj093ussn8n420', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/857b8357-1580-85c8-3eb3-963bd77a888c', 'last_modify_ts': 1688477769268}
xhs note: {'note_id': '644dcfe70000000027003ef0', 'type': 'video', 'title': '莫名就哭了，问是问不出原因的，发泄完就好了', 'desc': '13岁自闭症莫名其妙突然就哭了。怎么会没有情绪问题，是人都会有情绪低落的时候，自闭症只是不会表达内心感受，不能与人共情。\n\t\n琦琦每隔一段时间会突然这样哭，我只当她是一种发泄，允许她情绪突然低落，特别是在生理期，哭过之后心情会好很多的。  ', 'time': 1682821095000, 'last_update_time': 1682821096000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2nl9aj5uji0105n3i75a4n4u3hsvqhso', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/a4f8abfa-ca4b-4a71-8961-7e16adbb3e31', 'last_modify_ts': 1688477769860}
xhs note: {'note_id': '62cfb7d5000000000d014453', 'type': 'video', 'title': '和星宝互动时，千万别说这些话！', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1657801800000, 'last_update_time': 1657780182000, 'user_id': '6040a3d60000000001001792', 'nickname': 'MyStar ABA', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62c639e56112f800010e462e.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/688cddd6-a93f-b931-6e3f-a14b3af7cca5', 'last_modify_ts': 1688477770726}
xhs note: {'note_id': '6281fe49000000000102612b', 'type': 'video', 'title': '自闭症 2: 类似"天才儿童"的特质可能是自闭', 'desc': '一直觉得孩子这样是好事，没想到这些都是 的特点，主要是确实影响到了社交和融入集体，如果在小的时候某一个阶段出现过那可能是，但是如果半年一年还不消失一直这样 可能就需要检测一下了，下个视频最后我会发 可以自测一下。     #', 'time': 1652686409000, 'last_update_time': 1652774176000, 'user_id': '5721d28884edcd6df9c33438', 'nickname': '北极圈芬兰大鱼', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/642ad9512fa7055bf34b60cb.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/7ed66aae-ddb1-762b-4ddf-7abb275ee8d0', 'last_modify_ts': 1688477771952}
xhs note: {'note_id': '64659634000000001303e3d1', 'type': 'video', 'title': '自闭症乐乐独立购物第一视角', 'desc': '乐乐虽然已经是个15岁的少年，但是因为自闭症，独立购物这件小事对他来说一直是很大的困难和挑战，这次我们用第一视角记录下了他买东西的过程，希望能在他独立面对社交环境的时候提供更多实际帮助。\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1684494027000, 'last_update_time': 1684379189000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/b9f6d3c9-1ca0-e0b6-7f95-9e7b67442174', 'last_modify_ts': 1688477772874}
xhs note: {'note_id': '649a44690000000013017717', 'type': 'video', 'title': '乐乐要求换爸爸', 'desc': '看我怎么挽救这段“危险关系”\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1687863632000, 'last_update_time': 1687831657000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '山东', 'image_list': 'https://sns-img-hw.xhscdn.com/227277b0-5582-97d8-7cf2-5abd11c94c39', 'last_modify_ts': 1688477773488}
xhs note: {'note_id': '60a70b5c00000000010073c4', 'type': 'video', 'title': '自闭症医生惨遭毒打', 'desc': '自闭症医生惨遭毒打，而他却拯救了施暴者的性命', 'time': 1621560156000, 'last_update_time': 1621560157000, 'user_id': '602497650000000001001077', 'nickname': '小东北侃大片', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/602497650000000001001077.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/spectrum/96cf9a08b201dc108be35524991d8768b791a31c', 'last_modify_ts': 1688477774411}
xhs note: {'note_id': '64144b2d000000001300e255', 'type': 'video', 'title': '自闭症乐乐的生日邀请，敬请期待~', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1679220035000, 'last_update_time': 1679051566000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/b457d07f-3465-aabd-d099-79b075a40219', 'last_modify_ts': 1688477775019}
xhs note: {'note_id': '62cc0653000000001002b2a0', 'type': 'video', 'title': '发育迟缓 自闭症 注意力 认知理解', 'desc': '#发育迟缓 #自闭症 提高注意力的练习——视觉的持续追踪、跟随。\n失败并不总是代表错误，也可能是在这些情况下的最好表现，而真正的错误，是停止尝试。#新乡特教 #康复训练', 'time': 1657538131000, 'last_update_time': 1657538132000, 'user_id': '5c834341000000001002b9d5', 'nickname': '特教张文静', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2h5mkbh4is0605n438d0k5eele3eejao', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/c460f53c-da04-2d14-2206-9bcb6cc242ad', 'last_modify_ts': 1688477775639}
xhs note: {'note_id': '63578a50000000001400e99e', 'type': 'video', 'title': '自闭症乐乐的终极惩罚 小黑屋', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1666681424000, 'last_update_time': 1666681424000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/405c2303-c6c5-cb55-fd70-b78ebc9089b6', 'last_modify_ts': 1688477776415}
xhs note: {'note_id': '636502d00000000009011778', 'type': 'video', 'title': '自闭症乐乐的日常之 个训课上语出惊人', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1667564240000, 'last_update_time': 1667564240000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/265709b2-4818-9c0c-4278-adac8d1cb0d1', 'last_modify_ts': 1688477777034}
xhs note: {'note_id': '60c405f400000000010255df', 'type': 'video', 'title': '有个自闭症小男孩，跟着他妈搬去了法国乡下', 'desc': '他妈看到了树上有樱桃，而他看到的是飞舞的萤火虫。\n.\n后来…他可嗨了🙃\n.\n我也是剪视频的时候，才发现他在看什么。\n.\n孩子眼中的世界一定很奇妙！真想跟他分享那个世界。', 'time': 1623459316000, 'last_update_time': 1623459316000, 'user_id': '5eadd031000000000100243f', 'nickname': '废柴妈妈日记', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63b1f7623f7ae12aaf79d14c.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/adae6f94-0fc9-285d-9d14-1887169f6a92', 'last_modify_ts': 1688477777685}
xhs note: {'note_id': '6367be4b0000000006008f44', 'type': 'video', 'title': '自闭症乐乐和李老师的极限拉扯 第二季', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1667743307000, 'last_update_time': 1667743307000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/cce48c35-95a8-5f92-9ffc-0abe34a624ea', 'last_modify_ts': 1688477778403}
xhs note: {'note_id': '62f1b111000000001200f212', 'type': 'video', 'title': '自闭症家庭的十年之初见阴霾', 'desc': '做父母，却开启了困难模式。\n回顾这段平凡而不平常，泪伴着笑，却跌跌撞撞不停向前的路，愿与更多自闭症家庭共勉[微笑R]  ', 'time': 1660006673000, 'last_update_time': 1660006674000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/4b7a8ffa-a89d-a530-b4f2-48ea7305ce82', 'last_modify_ts': 1688477779119}
xhs note: {'note_id': '646f190e0000000011010392', 'type': 'video', 'title': '自闭症乐乐第一视角——独自外出', 'desc': '乐乐已经15岁了，但是因为自闭症，他独自出门的能力还有待提升，我们也很好奇他独自出门会遇到什么情况，于是我们买了一个运动相机，挂在他脖子上，在他外出时全程拍摄，乐乐的世界到底是什么样的呢？请大家和我们一起耐心看到最后\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1685098828000, 'last_update_time': 1685002510000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/8f8701b7-3ff3-bccc-9bc0-6a713390e92c', 'last_modify_ts': 1688477779837}
xhs note: {'note_id': '636f267100000000150140b8', 'type': 'video', 'title': '自闭症乐乐的日常之 苹果给舅舅留着', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1668228721000, 'last_update_time': 1668228721000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/7fbad00a-bc86-e95a-1a4f-817fa3d3747e', 'last_modify_ts': 1688477780656}
