xhs note: {'note_id': '62ced86500000000010244f4', 'type': 'video', 'title': '，和星星的孩子一起撸狗吧！', 'desc': '，和星星的孩子一起撸狗吧！', 'time': 1657722981000, 'last_update_time': 1657722981000, 'user_id': '5fb12fdd0000000001002657', 'nickname': '四川观察', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6442313a6e9f220001c71d4c.jpg', 'liked_count': '307476', 'collected_count': '25047', 'comment_count': '4138', 'share_count': '2405', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/fc8b083e-9b56-775d-cc7f-9f5aa311de9b', 'last_modify_ts': 1692361320171}
xhs note: {'note_id': '619911900000000021038a06', 'type': 'video', 'title': '怎么就变成自闭症了呢？', 'desc': '看着皓皓以前的视频 泪目了！真的想不通这么活泼开朗的孩子，怎么就变成自闭症了🥺🥺！虽然现在也很活泼 ，但大部分都是自嗨 自己突然的开心、自己自言自语😭😭！我一直在想是不是看太多电视让他成长过程忽略了身边的人和事？所以才变成这样？虽然现在已经变成这样了、但还是偶尔会跟自己较劲！毕竟安慰得了别人、可是安慰不了自己😩', 'time': 1637421456000, 'last_update_time': 1637421456000, 'user_id': '587f6cc66a6a69467137d1b0', 'nickname': '🌸皓皓妈🎀', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6488610c9cf4c9c14e10a298.jpg', 'liked_count': '2678', 'collected_count': '847', 'comment_count': '677', 'share_count': '203', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/08bfc2e0-8784-9279-3fae-0c9b4a7c47ef', 'last_modify_ts': 1692362905726}
xhs note: {'note_id': '6295818c000000002103f25c', 'type': 'video', 'title': '12岁自闭症，3岁表达能力', 'desc': '12岁自闭症，日常居家阅读，因为多动症，坐不住，没有陪读条件，3年级后停学了。 ', 'time': 1653965196000, 'last_update_time': 1653965196000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '2645', 'collected_count': '481', 'comment_count': '502', 'share_count': '44', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/fd3f9a31-e1de-eac8-d6a7-c41f364eb788', 'last_modify_ts': 1692362905726}
xhs note: {'note_id': '63b1baa6000000002202bcca', 'type': 'video', 'title': '我儿子是一个零语言的重度低功能自闭症，伴随着多动症、狂躁症、情绪不稳定和睡眠障碍，经常半夜醒来来回跑大喊大叫，他不打人，但情绪失控的时候会大喊大叫打自己和见什么就咬什么。两三岁时才开始眼神变好，叫名会看，最近开始理解指令了。愿2023年我儿子会有大进步，能开口说话，盼着他能开口叫妈妈 ', 'desc': '我儿子是一个零语言的重度低功能自闭症，伴随着多动症、狂躁症、情绪不稳定和睡眠障碍，经常半夜醒来来回跑大喊大叫，他不打人，但情绪失控的时候会大喊大叫打自己和见什么就咬什么。两三岁时才开始眼神变好，叫名会看，最近开始理解指令了。愿2023年我儿子会有大进步，能开口说话，盼着他能开口叫妈妈 ', 'time': 1672592038000, 'last_update_time': 1672592039000, 'user_id': '593712c65e87e72f3dabc470', 'nickname': '德国星星哥哥&可爱妹妹', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/61de04b23f1ea66360ba5033.jpg', 'liked_count': '2580', 'collected_count': '144', 'comment_count': '474', 'share_count': '54', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/1000g0081qt0hu1if800g49iss39cdh3gatkems0', 'last_modify_ts': 1692362905727}
xhs note: {'note_id': '64659634000000001303e3d1', 'type': 'video', 'title': '自闭症乐乐独立购物第一视角', 'desc': '乐乐虽然已经是个15岁的少年，但是因为自闭症，独立购物这件小事对他来说一直是很大的困难和挑战，这次我们用第一视角记录下了他买东西的过程，希望能在他独立面对社交环境的时候提供更多实际帮助。\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1684494027000, 'last_update_time': 1684379189000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '2537', 'collected_count': '331', 'comment_count': '89', 'share_count': '45', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/b9f6d3c9-1ca0-e0b6-7f95-9e7b67442174', 'last_modify_ts': 1692362905727}
xhs note: {'note_id': '623a7ef3000000000102b0bb', 'type': 'video', 'title': '自闭症孩子五个多月时和普通孩子一样', 'desc': '适当的警惕是好事儿，但过于焦虑反而会影响孩子\n ＃焦虑', 'time': 1648000755000, 'last_update_time': 1648000755000, 'user_id': '5d1f0c9100000000100028bb', 'nickname': '飞飞飞', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/624176c4fa769cdef304ab05.jpg', 'liked_count': '2489', 'collected_count': '635', 'comment_count': '512', 'share_count': '175', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/0eaec708-e985-cd15-b0fb-1d38d967512e', 'last_modify_ts': 1692362905727}
xhs note: {'note_id': '64561edd0000000013009680', 'type': 'video', 'title': 'ASD患者自己坐飞机-机场人员的人性化之举', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1683365597000, 'last_update_time': 1683365597000, 'user_id': '635f86ca000000001901d7fc', 'nickname': '多动症自闭症小百科', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6371ad53cefe39e290ce0154.jpg', 'liked_count': '2472', 'collected_count': '134', 'comment_count': '109', 'share_count': '30', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/ed62c884-90db-2f1e-534e-aabcd6a3ca25', 'last_modify_ts': 1692362905727}
xhs note: {'note_id': '6364f5fc000000000a00423f', 'type': 'video', 'title': '自闭症孩子的固执性非常强烈，很难去打破', 'desc': '   ', 'time': 1667560956000, 'last_update_time': 1667560957000, 'user_id': '6097600c0000000001002a51', 'nickname': '安善星语特殊教育', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6346260d221aad8991d7a127.jpg', 'liked_count': '2407', 'collected_count': '67', 'comment_count': '49', 'share_count': '45', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/830fc81c-d6a1-f985-3be2-82ac9eb4a61f', 'last_modify_ts': 1692363019254}
xhs note: {'note_id': '6281fe49000000000102612b', 'type': 'video', 'title': '自闭症 2: 类似"天才儿童"的特质可能是自闭', 'desc': '一直觉得孩子这样是好事，没想到这些都是 的特点，主要是确实影响到了社交和融入集体，如果在小的时候某一个阶段出现过那可能是，但是如果半年一年还不消失一直这样 可能就需要检测一下了，下个视频最后我会发 可以自测一下。     #', 'time': 1652686409000, 'last_update_time': 1652774176000, 'user_id': '5721d28884edcd6df9c33438', 'nickname': '北极圈芬兰大鱼', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/642ad9512fa7055bf34b60cb.jpg', 'liked_count': '2347', 'collected_count': '721', 'comment_count': '208', 'share_count': '534', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/7ed66aae-ddb1-762b-4ddf-7abb275ee8d0', 'last_modify_ts': 1692363019255}
xhs note: {'note_id': '63569693000000001502f853', 'type': 'video', 'title': '自闭症乐乐的大惊喜', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1666619027000, 'last_update_time': 1666619028000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '2338', 'collected_count': '125', 'comment_count': '16', 'share_count': '12', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/c30a54ac-7dfb-eeed-f47e-a39890366d7c', 'last_modify_ts': 1692363019256}
xhs note: {'note_id': '64310f20000000002701093b', 'type': 'video', 'title': '13岁自闭症，跳的一般，但她很努力', 'desc': '琦琦又来了，哈哈哈，剪切版的。       ', 'time': 1680936736000, 'last_update_time': 1680936736000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '2302', 'collected_count': '238', 'comment_count': '646', 'share_count': '15', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/0dbaa359-31b8-15a8-0d00-477c223d609e', 'last_modify_ts': 1692363019256}
xhs note: {'note_id': '6300b81f000000001b020665', 'type': 'video', 'title': '自闭症乐乐的日常之 超市购物', 'desc': '自闭症最大的问题还是社交问题 我们一般会在生活中加强干预\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1660991519000, 'last_update_time': 1660991519000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '2286', 'collected_count': '70', 'comment_count': '56', 'share_count': '51', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/88e6b13f-ada5-1cb8-edd6-731fb1da9e78', 'last_modify_ts': 1692363019257}
xhs note: {'note_id': '63578a50000000001400e99e', 'type': 'video', 'title': '自闭症乐乐的终极惩罚 小黑屋', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1666681424000, 'last_update_time': 1666681424000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '2102', 'collected_count': '149', 'comment_count': '37', 'share_count': '27', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/405c2303-c6c5-cb55-fd70-b78ebc9089b6', 'last_modify_ts': 1692363019257}
xhs note: {'note_id': '634e96de000000000601d402', 'type': 'video', 'title': '自闭症乐乐的奇思妙想', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1666094814000, 'last_update_time': 1666094815000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '2081', 'collected_count': '118', 'comment_count': '65', 'share_count': '47', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/b23f09a9-cb8c-0613-d9e7-72fb0b94e513', 'last_modify_ts': 1692363019257}
xhs note: {'note_id': '63f43ced000000000800c680', 'type': 'video', 'title': '事先沟通，自闭症不刻板，4个字1个多小时完成', 'desc': '克服刻板行为，凡事提前沟通，今天来月经了，不想上网课就换简单的写字。\n\t\n琦琦4个字写完用了1个半小时，我在旁边也能学习。   ', 'time': 1676950933000, 'last_update_time': 1676950934000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '2078', 'collected_count': '571', 'comment_count': '229', 'share_count': '1', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/343746ed-4b9a-27d2-5cd8-ca726c92fbc3', 'last_modify_ts': 1692363019257}
xhs note: {'note_id': '63e207890000000008021cba', 'type': 'video', 'title': '13岁自闭症，没有上学，网课后吃喝逛玩，开心', 'desc': '    ', 'time': 1675757449000, 'last_update_time': 1675757449000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '2064', 'collected_count': '437', 'comment_count': '232', 'share_count': '3', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/a1a73b20-f9cf-95b7-5af9-2cb9463bc81a', 'last_modify_ts': 1692363019258}
xhs note: {'note_id': '627f58430000000001026299', 'type': 'video', 'title': '#自闭症 1: 儿子被芬兰老师怀疑有自闭倾向', 'desc': '这个系列三个视频我会一一发出，真心觉得有孩子的家庭都需要看一下， 不是自闭症，是一种非常非常常见的问题，我们不要逃避，正视他可能会对孩子有更大的帮助。    ', 'time': 1652512835000, 'last_update_time': 1652512836000, 'user_id': '5721d28884edcd6df9c33438', 'nickname': '北极圈芬兰大鱼', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/642ad9512fa7055bf34b60cb.jpg', 'liked_count': '2061', 'collected_count': '810', 'comment_count': '250', 'share_count': '676', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/deaf58b4-2b65-6831-5360-eb6ec75c4727', 'last_modify_ts': 1692363019258}
xhs note: {'note_id': '60c405f400000000010255df', 'type': 'video', 'title': '有个自闭症小男孩，跟着他妈搬去了法国乡下', 'desc': '他妈看到了树上有樱桃，而他看到的是飞舞的萤火虫。\n.\n后来…他可嗨了🙃\n.\n我也是剪视频的时候，才发现他在看什么。\n.\n孩子眼中的世界一定很奇妙！真想跟他分享那个世界。', 'time': 1623459316000, 'last_update_time': 1623459316000, 'user_id': '5eadd031000000000100243f', 'nickname': '废柴妈妈日记', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/63b1f7623f7ae12aaf79d14c.jpg', 'liked_count': '1979', 'collected_count': '207', 'comment_count': '139', 'share_count': '133', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/adae6f94-0fc9-285d-9d14-1887169f6a92', 'last_modify_ts': 1692363019258}
xhs note: {'note_id': '63c8db98000000002202981b', 'type': 'video', 'title': '自闭症琦琦，今天是，游乐场里的大姐大', 'desc': '游乐场共有4个小朋友，各玩各的。\n    ', 'time': 1674116160000, 'last_update_time': 1674108316000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1975', 'collected_count': '427', 'comment_count': '204', 'share_count': '1', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/a9ad3826-2bca-441a-8dfa-08d847dce571', 'last_modify_ts': 1692363019259}
xhs note: {'note_id': '62f1b111000000001200f212', 'type': 'video', 'title': '自闭症家庭的十年之初见阴霾', 'desc': '做父母，却开启了困难模式。\n回顾这段平凡而不平常，泪伴着笑，却跌跌撞撞不停向前的路，愿与更多自闭症家庭共勉[微笑R]  ', 'time': 1660006673000, 'last_update_time': 1660006674000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1928', 'collected_count': '166', 'comment_count': '39', 'share_count': '92', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/4b7a8ffa-a89d-a530-b4f2-48ea7305ce82', 'last_modify_ts': 1692363019259}
xhs note: {'note_id': '63aacc8e000000001f01137a', 'type': 'video', 'title': '自闭症琦琦，吃喝玩乐的一天，开心就好', 'desc': '连续几天睁开眼和睡觉前都说要去万达广场，今天又去了。\n\t\n其实生活就是这么简单，好吃的能吃到，开心一点就好了。\n   ', 'time': 1672140720000, 'last_update_time': 1672137870000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1895', 'collected_count': '439', 'comment_count': '247', 'share_count': '8', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/306a73b9-5293-8bda-fb17-08519e91d51e', 'last_modify_ts': 1692363019259}
xhs note: {'note_id': '6386c95c000000001f0004bb', 'type': 'video', 'title': '自闭症乐乐的超能力', 'desc': '#自闭症\xa0\xa0\xa0#自闭症乐乐\xa0\xa0', 'time': 1669777756000, 'last_update_time': 1669777757000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1853', 'collected_count': '114', 'comment_count': '166', 'share_count': '75', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/31f93c02-be4a-697c-4217-931cc298f5d3', 'last_modify_ts': 1692363019259}
xhs note: {'note_id': '6465f5690000000011010609', 'type': 'video', 'title': '暖心|每日迎接自闭症哥哥的第一件事......', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1684403561000, 'last_update_time': 1684403562000, 'user_id': '635f86ca000000001901d7fc', 'nickname': '多动症自闭症小百科', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6371ad53cefe39e290ce0154.jpg', 'liked_count': '1835', 'collected_count': '94', 'comment_count': '17', 'share_count': '5', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/d56f01c2-8f46-2518-67c0-2e3bcb8191d9', 'last_modify_ts': 1692363019260}
xhs note: {'note_id': '6454c343000000001303c2c6', 'type': 'video', 'title': '13岁自闭症，没有上学，和妈妈平凡的一上午', 'desc': '假期已结束，好好学习，好好工作，加油。     ', 'time': 1683276611000, 'last_update_time': 1683276612000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1823', 'collected_count': '271', 'comment_count': '159', 'share_count': '9', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/442499e9-9de2-872d-5882-7e41dece0bab', 'last_modify_ts': 1692363019260}
xhs note: {'note_id': '632d6dd3000000001200cbe0', 'type': 'video', 'title': '13岁自闭症，吃枸杞 玩电脑 跳舞', 'desc': '我们前天到了广州，昨天一早去了广西，加上我这两天急性肠胃炎，也没有精神，今天早上琦琦写了五个字后要求玩电脑，她特别喜欢这样吃枸杞，看看她平时怎么用电脑的？看看她喜欢看的视频？真开心呀\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1663921619000, 'last_update_time': 1663921619000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1743', 'collected_count': '268', 'comment_count': '124', 'share_count': '5', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/5fd77137-fe9b-9105-abff-5833c0537f04', 'last_modify_ts': 1692363019260}
xhs note: {'note_id': '62a5c643000000000102dc46', 'type': 'video', 'title': '12岁自闭症，如何一个人自觉吃饭', 'desc': '如果要自闭症单独完成一项任务，而家长又没有时间陪。\n这个时候一个闹钟就可以了，我的规则是：按时完成就奖励玩手机十分钟，时间到未完成是需要罚站的（但是基本上都完成了）。', 'time': 1655031363000, 'last_update_time': 1655031363000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1736', 'collected_count': '376', 'comment_count': '52', 'share_count': '1', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/spectrum/02576efb0f47413dbd7b86cfa4898979', 'last_modify_ts': 1692363019260}
xhs note: {'note_id': '63be9e220000000018012e15', 'type': 'video', 'title': '当你在地铁上看到一个自闭症小朋友', 'desc': '很多网友说安安看上去不像自闭症孩子，可能因为我平时看安安有滤镜，总是看到他很好的一面吧，所以展示出来的也是很好的一面。今天接他回家，地铁上录了一段他在地铁上的样子，算是比较客观的一段记录吧，还是有很多行为表现的。\n ', 'time': 1673436706000, 'last_update_time': 1673436706000, 'user_id': '5ab0aa574eacab3e8737cf5a', 'nickname': '安安妈妈francie', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/5ab0aa574eacab3e8737cf5a.jpg', 'liked_count': '1651', 'collected_count': '154', 'comment_count': '441', 'share_count': '71', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/66e13cbd-dcfc-2077-7306-e00b47e20ea6', 'last_modify_ts': 1692363019261}
xhs note: {'note_id': '632d6dd3000000001200cbe0', 'type': 'video', 'title': '13岁自闭症，吃枸杞 玩电脑 跳舞', 'desc': '我们前天到了广州，昨天一早去了广西，加上我这两天急性肠胃炎，也没有精神，今天早上琦琦写了五个字后要求玩电脑，她特别喜欢这样吃枸杞，看看她平时怎么用电脑的？看看她喜欢看的视频？真开心呀\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1663921619000, 'last_update_time': 1663921619000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1743', 'collected_count': '268', 'comment_count': '124', 'share_count': '5', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/5fd77137-fe9b-9105-abff-5833c0537f04', 'last_modify_ts': 1692363124431}
xhs note: {'note_id': '62a5c643000000000102dc46', 'type': 'video', 'title': '12岁自闭症，如何一个人自觉吃饭', 'desc': '如果要自闭症单独完成一项任务，而家长又没有时间陪。\n这个时候一个闹钟就可以了，我的规则是：按时完成就奖励玩手机十分钟，时间到未完成是需要罚站的（但是基本上都完成了）。', 'time': 1655031363000, 'last_update_time': 1655031363000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1736', 'collected_count': '376', 'comment_count': '52', 'share_count': '1', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/spectrum/02576efb0f47413dbd7b86cfa4898979', 'last_modify_ts': 1692363124432}
xhs note: {'note_id': '64c0db39000000000b0292ed', 'type': 'video', 'title': '自闭症父亲揭教养心酸，让人边看边流泪😭', 'desc': '这位爸爸对太太对孩子的爱太伟大了，他面对生命课题的勇气与坚持，也持续鼓舞着千千万万个家庭✨❤️\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0  ', 'time': 1690360633000, 'last_update_time': 1690360699000, 'user_id': '6453ac67000000002a008f0d', 'nickname': 'BCBA海迪老师', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/64626b386dc12d5bd9ceffe3.jpg', 'liked_count': '1716', 'collected_count': '440', 'comment_count': '57', 'share_count': '213', 'ip_location': '北京', 'image_list': 'https://sns-img-bd.xhscdn.com/034d1051-a8e7-6843-a7a8-224f36a5ea20', 'last_modify_ts': 1692363124432}
xhs note: {'note_id': '63be9e220000000018012e15', 'type': 'video', 'title': '当你在地铁上看到一个自闭症小朋友', 'desc': '很多网友说安安看上去不像自闭症孩子，可能因为我平时看安安有滤镜，总是看到他很好的一面吧，所以展示出来的也是很好的一面。今天接他回家，地铁上录了一段他在地铁上的样子，算是比较客观的一段记录吧，还是有很多行为表现的。\n ', 'time': 1673436706000, 'last_update_time': 1673436706000, 'user_id': '5ab0aa574eacab3e8737cf5a', 'nickname': '安安妈妈francie', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/5ab0aa574eacab3e8737cf5a.jpg', 'liked_count': '1651', 'collected_count': '154', 'comment_count': '441', 'share_count': '71', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/66e13cbd-dcfc-2077-7306-e00b47e20ea6', 'last_modify_ts': 1692363124433}
xhs note: {'note_id': '6419a551000000001203d453', 'type': 'video', 'title': '写给我15岁的自闭症儿子', 'desc': '\xa0\xa0\xa0\xa0', 'time': 1679407221000, 'last_update_time': 1679402321000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1635', 'collected_count': '87', 'comment_count': '119', 'share_count': '44', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/spectrum/1000g0k027iulg2gfi0005o3h5vbg8ji7c6guem8', 'last_modify_ts': 1692363124433}
xhs note: {'note_id': '648307e50000000007039e0b', 'type': 'video', 'title': '自闭症乐乐又去奶奶家闲聊啦', 'desc': '祖孙时光很幸福 \xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1686362427000, 'last_update_time': 1686308837000, 'user_id': '60712fd70000000001004e47', 'nickname': '博乐-乐爸', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/62e72227a31e6e6f8f2dc4b4.jpg', 'liked_count': '1634', 'collected_count': '52', 'comment_count': '84', 'share_count': '33', 'ip_location': '', 'image_list': 'https://sns-img-hw.xhscdn.com/41027c21-ce51-de2a-9090-2d62fef6bc74', 'last_modify_ts': 1692363124433}
xhs note: {'note_id': '642964dc000000001300f3ef', 'type': 'video', 'title': '13岁自闭症，特殊的日子，吃吃吃', 'desc': '已经很多天没出来了，趁着特殊的日子里，带琦琦出来走走吃吃[失望R][失望R]      ', 'time': 1680434396000, 'last_update_time': 1680434396000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1589', 'collected_count': '334', 'comment_count': '146', 'share_count': '4', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/479f682a-f95a-d3e3-6066-169073e584a0', 'last_modify_ts': 1692363124433}
xhs note: {'note_id': '63fb199b000000000800ce51', 'type': 'video', 'title': '13岁自闭症，终于外出旅游了😄', 'desc': '天天说去旅游，今天帮她实现了[偷笑R]   ', 'time': 1677400475000, 'last_update_time': 1677400475000, 'user_id': '5c72395400000000120393c3', 'nickname': '🌈琦琦宝贝', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mv1cta34u005n3i75a4n4u33e3j4rg', 'liked_count': '1587', 'collected_count': '315', 'comment_count': '234', 'share_count': '0', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/321c8ab6-2212-1f83-8e81-eedca0273e00', 'last_modify_ts': 1692363124433}
xhs note: {'note_id': '6428f65b0000000007038c5c', 'type': 'video', 'title': '倒退型自闭症', 'desc': '从没想到正常的孩子竟然还能到退成自闭症，希望更多家庭了解自闭症相关知识，早发现早干预  ', 'time': 1680406107000, 'last_update_time': 1680406108000, 'user_id': '61c6eebb0000000010007209', 'nickname': '新星轩轩成长记', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/631a6b6d75fdb6b4cedc8e53.jpg', 'liked_count': '1577', 'collected_count': '231', 'comment_count': '367', 'share_count': '132', 'ip_location': '', 'image_list': 'https://sns-img-bd.xhscdn.com/5789cdc6-5ef0-14ae-673f-6702e7ec2936', 'last_modify_ts': 1692363124434}
xhs note: {'note_id': '645cb2990000000027000497', 'type': 'video', 'title': 'ASD孩子|泪目，陪伴和爱永远无敌', 'desc': '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'time': 1683883020000, 'last_update_time': 1683796633000, 'user_id': '635f86ca000000001901d7fc', 'nickname': '多动症自闭症小百科', 'avatar': 'https://sns-avatar-qc.xhscdn.com/avatar/6371ad53cefe39e290ce0154.jpg', 'liked_count': '1573', 'collected_count': '54', 'comment_count': '13', 'share_count': '0', 'ip_location': '', 'image_list': 'https://sns-img-qc.xhscdn.com/b47f6856-c60c-31f2-c031-87e882185b1e', 'last_modify_ts': 1692363124434}
